method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedprox_plain,multimodal,none,0.9964352720450281,0.9963997235482309,0.015384615384615385,0.9604743083003953,0.937984496124031,0.983739837398374,121,8,122,2,253,10,37
fedprox_plain,multimodal,none,0.9976401179941002,0.9977008273602922,0.008333333333333333,0.9699570815450643,0.9568965517241379,0.9823008849557522,111,5,115,2,233,11,37
fedprox_plain,multimodal,none,0.9940627650551315,0.9936131459978362,0.03816793893129771,0.953307392996109,0.9191176470588235,0.9920634920634921,125,11,120,1,257,12,37
fedprox_plain,multimodal,none,0.9993852000894254,0.9994578441034123,0.0,0.9813432835820896,0.9790209790209791,0.9859154929577465,140,3,123,2,268,13,37
fedprox_plain,multimodal,none,0.9960405601158859,0.9955930747058115,0.01834862385321101,0.9558823529411765,0.9215686274509803,0.9894736842105263,94,8,101,1,204,14,37
fedprox_plain,multimodal,none,0.9963658388855239,0.9966908589979712,0.02564102564102564,0.9590163934426229,0.9534883720930233,0.968503937007874,123,6,111,4,244,15,37
fedprox_plain,multimodal,none,0.995873968492123,0.9958901866917579,0.016129032258064516,0.9565217391304348,0.9338235294117647,0.9844961240310077,127,9,115,2,253,16,37
fedprox_plain,multimodal,none,0.9944641880809185,0.9946100231163004,0.025423728813559324,0.9545454545454546,0.924812030075188,0.9919354838709677,123,10,108,1,242,17,37
fedprox_plain,multimodal,none,0.9957473817835608,0.996537575468313,0.017391304347826087,0.9563492063492064,0.9436619718309859,0.9781021897810219,134,8,107,3,252,18,37
fedprox_plain,multimodal,none,0.9992925863044708,0.9992134147213694,0.008064516129032258,0.9873949579831933,0.9826086956521739,0.9912280701754386,113,2,122,1,238,19,37
fedavg_secureagg,multimodal,none,0.9948157489141096,0.9941846373451719,0.02459016393442623,0.9748953974895398,0.9586776859504132,0.9914529914529915,116,5,117,1,239,0,37
fedavg_secureagg,multimodal,none,0.9994430520746309,0.9995467644473872,0.0,0.9898305084745763,0.9877300613496932,0.9938271604938271,161,2,131,1,295,1,37
fedavg_secureagg,multimodal,none,0.9974198506807203,0.9973144597360247,0.014492753623188406,0.9703703703703703,0.9558823529411765,0.9848484848484849,130,6,132,2,270,2,37
fedavg_secureagg,multimodal,none,0.9903670284111694,0.9896953621489677,0.0423728813559322,0.9766536964980544,0.9586206896551724,1.0,139,6,112,0,257,3,37
fedavg_secureagg,multimodal,none,0.992477914808012,0.9932905681454015,0.07766990291262135,0.9392523364485982,0.9298245614035088,0.954954954954955,106,8,95,5,214,4,37
fedavg_secureagg,multimodal,none,0.9983291562238931,0.9985144383537186,0.008771929824561403,0.9708333333333333,0.9612403100775194,0.9841269841269841,124,5,109,2,240,5,37
fedavg_secureagg,multimodal,none,0.9955520072992701,0.9951530886884032,0.0072992700729927005,0.969811320754717,0.9477611940298507,0.9921875,127,7,130,1,265,6,37
fedavg_secureagg,multimodal,none,0.9981094978826376,0.9982213015525864,0.0,0.9608695652173913,0.9421487603305785,0.9827586206896551,114,7,107,2,230,7,37
fedavg_secureagg,multimodal,none,0.9972174530815227,0.9971132713321219,0.03007518796992481,0.9653846153846154,0.9402985074626866,0.9921259842519685,126,8,125,1,260,8,37
fedavg_secureagg,multimodal,none,0.9975055025678651,0.9973161181439054,0.013793103448275862,0.9790209790209791,0.9655172413793104,0.9929078014184397,140,5,140,1,286,9,37
fedavg_secureagg,multimodal,none,0.9964352720450281,0.9963997235482309,0.015384615384615385,0.9604743083003953,0.937984496124031,0.983739837398374,121,8,122,2,253,10,37
fedavg_secureagg,multimodal,none,0.9976401179941002,0.9977008273602922,0.008333333333333333,0.9699570815450643,0.9568965517241379,0.9823008849557522,111,5,115,2,233,11,37
fedavg_secureagg,multimodal,none,0.9940627650551315,0.9936131459978362,0.03816793893129771,0.953307392996109,0.9191176470588235,0.9920634920634921,125,11,120,1,257,12,37
fedavg_secureagg,multimodal,none,0.9993852000894254,0.9994578441034123,0.0,0.9813432835820896,0.9790209790209791,0.9859154929577465,140,3,123,2,268,13,37
fedavg_secureagg,multimodal,none,0.9960405601158859,0.9955930747058115,0.01834862385321101,0.9558823529411765,0.9215686274509803,0.9894736842105263,94,8,101,1,204,14,37
fedavg_secureagg,multimodal,none,0.9963658388855239,0.9966908589979712,0.02564102564102564,0.9590163934426229,0.9534883720930233,0.968503937007874,123,6,111,4,244,15,37
fedavg_secureagg,multimodal,none,0.9959364841210302,0.9959677060716029,0.016129032258064516,0.9565217391304348,0.9338235294117647,0.9844961240310077,127,9,115,2,253,16,37
fedavg_secureagg,multimodal,none,0.9944641880809185,0.9946100231163004,0.025423728813559324,0.9545454545454546,0.924812030075188,0.9919354838709677,123,10,108,1,242,17,37
fedavg_secureagg,multimodal,none,0.9957473817835608,0.996537575468313,0.017391304347826087,0.9563492063492064,0.9436619718309859,0.9781021897810219,134,8,107,3,252,18,37
fedavg_secureagg,multimodal,none,0.9992925863044708,0.9992134147213694,0.008064516129032258,0.9873949579831933,0.9826086956521739,0.9912280701754386,113,2,122,1,238,19,37
fedavg_heagg,multimodal,none,0.9948157489141096,0.9941846373451719,0.02459016393442623,0.9748953974895398,0.9586776859504132,0.9914529914529915,116,5,117,1,239,0,37
fedavg_heagg,multimodal,none,0.9994430520746309,0.9995467644473872,0.0,0.9898305084745763,0.9877300613496932,0.9938271604938271,161,2,131,1,295,1,37
fedavg_heagg,multimodal,none,0.9974198506807203,0.9973144597360247,0.014492753623188406,0.9703703703703703,0.9558823529411765,0.9848484848484849,130,6,132,2,270,2,37
fedavg_heagg,multimodal,none,0.9903670284111694,0.9896953621489677,0.0423728813559322,0.9766536964980544,0.9586206896551724,1.0,139,6,112,0,257,3,37
fedavg_heagg,multimodal,none,0.992477914808012,0.9932905681454015,0.07766990291262135,0.9392523364485982,0.9298245614035088,0.954954954954955,106,8,95,5,214,4,37
fedavg_heagg,multimodal,none,0.9983291562238931,0.9985144383537186,0.008771929824561403,0.9708333333333333,0.9612403100775194,0.9841269841269841,124,5,109,2,240,5,37
fedavg_heagg,multimodal,none,0.9955520072992701,0.9951530886884032,0.0072992700729927005,0.969811320754717,0.9477611940298507,0.9921875,127,7,130,1,265,6,37
fedavg_heagg,multimodal,none,0.9981094978826376,0.9982213015525864,0.0,0.9608695652173913,0.9421487603305785,0.9827586206896551,114,7,107,2,230,7,37
fedavg_heagg,multimodal,none,0.9972174530815227,0.9971132713321219,0.03007518796992481,0.9653846153846154,0.9402985074626866,0.9921259842519685,126,8,125,1,260,8,37
fedavg_heagg,multimodal,none,0.9975055025678651,0.9973161181439054,0.013793103448275862,0.9790209790209791,0.9655172413793104,0.9929078014184397,140,5,140,1,286,9,37
fedavg_heagg,multimodal,none,0.9964352720450281,0.9963997235482309,0.015384615384615385,0.9604743083003953,0.937984496124031,0.983739837398374,121,8,122,2,253,10,37
fedavg_heagg,multimodal,none,0.9976401179941002,0.9977008273602922,0.008333333333333333,0.9699570815450643,0.9568965517241379,0.9823008849557522,111,5,115,2,233,11,37
fedavg_heagg,multimodal,none,0.9940627650551315,0.9936131459978362,0.03816793893129771,0.953307392996109,0.9191176470588235,0.9920634920634921,125,11,120,1,257,12,37
fedavg_heagg,multimodal,none,0.9993852000894254,0.9994578441034123,0.0,0.9813432835820896,0.9790209790209791,0.9859154929577465,140,3,123,2,268,13,37
fedavg_heagg,multimodal,none,0.9960405601158859,0.9955930747058115,0.01834862385321101,0.9558823529411765,0.9215686274509803,0.9894736842105263,94,8,101,1,204,14,37
fedavg_heagg,multimodal,none,0.9963658388855239,0.9966908589979712,0.02564102564102564,0.9590163934426229,0.9534883720930233,0.968503937007874,123,6,111,4,244,15,37
fedavg_heagg,multimodal,none,0.9959364841210302,0.9959677060716029,0.016129032258064516,0.9565217391304348,0.9338235294117647,0.9844961240310077,127,9,115,2,253,16,37
fedavg_heagg,multimodal,none,0.9944641880809185,0.9946100231163004,0.025423728813559324,0.9545454545454546,0.924812030075188,0.9919354838709677,123,10,108,1,242,17,37
fedavg_heagg,multimodal,none,0.9957473817835608,0.996537575468313,0.017391304347826087,0.9563492063492064,0.9436619718309859,0.9781021897810219,134,8,107,3,252,18,37
fedavg_heagg,multimodal,none,0.9992925863044708,0.9992134147213694,0.008064516129032258,0.9873949579831933,0.9826086956521739,0.9912280701754386,113,2,122,1,238,19,37
fedavg_plain,multimodal,none,0.993543179983858,0.992617968218384,0.03968253968253968,0.9631147540983607,0.943089430894309,0.9830508474576272,116,7,119,2,244,0,41
fedavg_plain,multimodal,none,0.9925863610074137,0.9932232205794956,0.03007518796992481,0.9528985507246377,0.9513888888888888,0.958041958041958,137,7,126,6,276,1,41
fedavg_plain,multimodal,none,0.9944684944684944,0.9947798456271583,0.05555555555555555,0.9573643410852714,0.9481481481481482,0.9696969696969697,128,7,119,4,258,2,41
fedavg_plain,multimodal,none,0.999113475177305,0.9993669540976015,0.0,0.9877551020408163,1.0,0.9787234042553191,138,0,104,3,245,3,41
fedavg_plain,multimodal,none,0.9983585498144447,0.9984497077536995,0.008849557522123894,0.9704641350210971,0.9465648854961832,1.0,124,7,106,0,237,4,41
fedavg_plain,multimodal,none,0.9973035439137135,0.997593101598729,0.01694915254237288,0.968,0.9558823529411765,0.9848484848484849,130,6,112,2,250,5,41
fedavg_plain,multimodal,none,0.9978751225890814,0.998070095479332,0.0,0.9704797047970479,0.9577464788732394,0.9855072463768116,136,6,127,2,271,6,41
fedavg_plain,multimodal,none,0.9979538690476191,0.9979954987207896,0.0078125,0.968503937007874,0.9609375,0.9761904761904762,123,5,123,3,254,7,41
